AC,priority,label-val,between_connectivity,cluster
30307,False,0,0,1.0
11111,False,0,0,1.0
19958,False,0,0,1.0
17583,False,0,0,1.0
19496,False,0,0,1.0
30293,False,0,0,1.0
19478,False,0,0,1.0
51290,False,0,0,1.0
51304,False,0,0,1.0
51373,False,0,0,1.0
19855,False,0,0,1.0
17940,False,0,0,1.0
5778,False,0,0,1.0
11188,False,0,0,1.0
21100,False,0,0,1.0
27592,False,0,0,1.0
16378,False,0,0,1.0
50485,False,0,0,1.0
27406,False,0,0,1.0
50566,False,0,0,1.0
27471,False,0,0,1.0
4183,False,0,0,1.0
18360,False,0,0,1.0
16275,False,0,0,1.0
27951,False,0,0,1.0
6723,False,0,0,1.0
6754,False,0,0,1.0
16202,False,0,0,1.0
4060,False,0,0,1.0
18317,False,0,0,1.0
50831,False,0,0,1.0
16396,False,0,0,1.0
18283,False,0,0,1.0
15329,False,0,0,1.0
19508,False,0,0,1.0
17589,False,0,0,1.0
51274,False,0,0,1.0
19952,False,0,0,1.0
17847,False,0,0,1.0
17830,False,0,0,1.0
26314,False,0,0,1.0
51397,False,0,0,1.0
5608,False,0,0,1.0
17484,False,0,0,1.0
51379,False,0,0,1.0
30394,False,0,0,1.0
34032,False,0,0,1.0
11182,False,0,0,1.0
17510,False,0,0,1.0
5772,False,0,0,1.0
30200,False,0,0,1.0
19472,False,0,0,1.0
15253,False,0,0,1.0
5691,False,0,0,1.0
19828,False,0,0,1.0
11061,False,0,0,1.0
27036,False,0,0,1.0
25702,False,0,0,1.0
50121,False,0,0,1.0
31058,False,0,0,1.0
25696,False,0,0,1.0
16748,False,0,0,1.0
4893,False,0,0,1.0
10239,False,0,0,1.0
50156,False,0,0,1.0
25775,False,0,0,1.0
27041,False,0,0,1.0
6313,False,0,0,1.0
6287,False,0,0,1.0
10334,False,0,0,1.0
16632,False,0,0,1.0
6364,False,0,0,1.0
26753,False,0,0,1.0
15719,False,0,0,1.0
19138,False,0,0,1.0
5238,False,0,0,1.0
26724,False,0,0,1.0
34578,False,0,0,1.0
15614,False,0,0,1.0
11426,False,0,0,1.0
36336,False,0,0,1.0
36341,False,0,0,1.0
26629,False,0,0,1.0
34475,False,0,0,1.0
11451,False,0,0,1.0
19042,False,0,0,1.0
30647,False,0,0,1.0
17157,False,0,0,1.0
5335,False,0,0,1.0
50210,False,0,0,1.0
27307,False,0,0,1.0
25433,False,0,0,1.0
25869,False,0,0,1.0
6158,False,0,0,1.0
27370,False,0,0,0.0
10108,False,0,0,1.0
18941,False,0,0,1.0
50267,False,0,0,1.0
25964,False,0,0,1.0
6022,False,0,0,1.0
16574,False,0,0,1.0
4716,False,0,0,1.0
18461,False,0,0,1.0
10072,False,0,0,1.0
16959,False,0,0,1.0
25549,False,0,0,1.0
18582,False,0,0,0.0
16497,False,0,0,1.0
25887,False,0,0,1.0
10005,False,0,0,1.0
18416,False,0,0,1.0
16503,False,0,0,1.0
4761,False,0,0,1.0
25913,False,0,0,1.0
6055,False,0,0,1.0
30598,False,0,0,1.0
17288,False,0,0,1.0
30856,False,0,0,1.0
51575,False,0,0,1.0
19209,False,0,0,1.0
26838,False,0,0,1.0
15991,False,0,0,1.0
30821,False,0,0,1.0
51502,False,0,0,1.0
15805,False,0,0,1.0
30501,False,0,0,1.0
26935,False,0,0,1.0
17211,False,0,0,1.0
5073,False,0,0,1.0
15525,False,0,0,1.0
30495,False,0,0,1.0
19290,False,0,0,1.0
36007,False,0,0,1.0
17385,False,0,0,1.0
51478,False,0,0,1.0
5190,False,0,0,1.0
36070,False,0,0,1.0
26518,False,0,0,1.0
34744,False,0,0,1.0
15552,False,0,0,1.0
26942,False,0,0,1.0
17266,False,0,0,1.0
5004,False,0,0,1.0
16049,False,0,0,1.0
25197,False,0,0,1.0
50620,False,0,0,1.0
25003,False,0,0,1.0
6945,False,0,0,1.0
27737,False,0,0,1.0
27740,False,0,0,0.0
6932,False,0,0,1.0
6568,False,0,0,1.0
6586,False,0,0,1.0
16144,False,0,0,1.0
4326,False,0,0,1.0
18051,False,0,0,1.0
6465,False,0,0,1.0
16133,False,0,0,1.0
25179,False,0,0,1.0
5880,False,0,0,1.0
26052,False,0,0,1.0
51145,False,0,0,0.0
7399,False,0,0,1.0
51132,False,0,0,1.0
26025,False,0,0,1.0
5963,False,0,0,1.0
5539,False,0,0,1.0
5819,False,0,0,1.0
51048,False,0,0,1.0
30131,False,0,0,1.0
7377,False,0,0,1.0
17621,False,0,0,1.0
17656,False,0,0,1.0
15162,False,0,0,1.0
7300,False,0,0,1.0
19743,False,0,0,1.0
11350,False,0,0,1.0
6938,False,0,0,1.0
18121,False,0,0,1.0
16034,False,0,0,1.0
4256,False,0,0,1.0
16043,False,0,0,1.0
6515,False,0,0,1.0
18156,False,0,0,1.0
6481,False,0,0,1.0
16139,False,0,0,1.0
27647,False,0,0,1.0
25173,False,0,0,1.0
50750,False,0,0,0.0
25104,False,0,0,1.0
27630,False,0,0,1.0
6418,False,0,0,1.0
11257,False,0,0,1.0
5969,False,0,0,1.0
17751,False,0,0,1.0
15065,False,0,0,1.0
7207,False,0,0,1.0
19644,False,0,0,1.0
19633,False,0,0,1.0
15012,False,0,0,1.0
7270,False,0,0,1.0
5544,False,0,0,1.0
26058,False,0,0,1.0
11220,False,0,0,1.0
15168,False,0,0,1.0
19749,False,0,0,1.0
28037,False,0,0,1.0
5813,False,0,0,1.0
34309,False,0,0,1.0
28040,False,0,0,1.0
5987,False,0,0,1.0
18511,False,0,0,1.0
16404,False,0,0,1.0
4666,False,0,0,1.0
6152,False,0,0,1.0
10096,False,0,0,1.0
18485,False,0,0,1.0
16590,False,0,0,1.0
10102,False,0,0,1.0
4785,False,0,0,1.0
25439,False,0,0,1.0
25863,False,0,0,1.0
6125,False,0,0,1.0
16473,False,0,0,1.0
18566,False,0,0,1.0
27299,False,0,0,1.0
25543,False,0,0,1.0
18588,False,0,0,1.0
27277,False,0,0,1.0
18846,False,0,0,1.0
50360,False,0,0,1.0
25919,False,0,0,1.0
16509,False,0,0,1.0
50283,False,0,0,1.0
6028,False,0,0,1.0
27394,False,0,0,1.0
4688,False,0,0,1.0
18831,False,0,0,0.0
10078,False,0,0,1.0
5103,False,0,0,1.0
30471,False,0,0,1.0
51952,False,0,0,1.0
51508,False,0,0,1.0
34643,False,0,0,1.0
15878,False,0,0,1.0
19397,False,0,0,1.0
17282,False,0,0,1.0
30406,False,0,0,1.0
19203,False,0,0,1.0
26832,False,0,0,1.0
5174,False,0,0,1.0
15422,False,0,0,1.0
30926,False,0,0,1.0
51405,False,0,0,1.0
15902,False,0,0,1.0
26948,False,0,0,1.0
51591,False,0,0,1.0
15558,False,0,0,1.0
15896,False,0,0,1.0
19379,False,0,0,1.0
15975,False,0,0,1.0
26565,False,0,0,1.0
34739,False,0,0,1.0
30951,False,0,0,1.0
51472,False,0,0,1.0
11123,False,0,0,1.0
34093,False,0,0,1.0
19530,False,0,0,1.0
17425,False,0,0,1.0
7104,False,0,0,1.0
15366,False,0,0,1.0
5630,False,0,0,1.0
17452,False,0,0,1.0
19547,False,0,0,1.0
11154,False,0,0,1.0
34170,False,0,0,1.0
51341,False,0,0,1.0
51336,False,0,0,1.0
17905,False,0,0,1.0
7009,False,0,0,1.0
19984,False,0,0,1.0
6782,False,0,0,1.0
4122,False,0,0,1.0
18255,False,0,0,1.0
50904,False,0,0,1.0
18222,False,0,0,1.0
4155,False,0,0,1.0
27813,False,0,0,1.0
16337,False,0,0,1.0
50890,False,0,0,1.0
27449,False,0,0,1.0
27987,False,0,0,1.0
27969,False,0,0,1.0
18358,False,0,0,1.0
25393,False,0,0,1.0
27533,False,0,0,1.0
25270,False,0,0,1.0
27544,False,0,0,1.0
50453,False,0,0,1.0
50809,False,0,0,1.0
30705,False,0,0,1.0
15721,False,0,0,1.0
34537,False,0,0,1.0
30691,False,0,0,1.0
11513,False,0,0,1.0
11564,False,0,0,1.0
34540,False,0,0,1.0
5200,False,0,0,1.0
17062,False,0,0,1.0
15756,False,0,0,1.0
30608,False,0,0,1.0
26785,False,0,0,1.0
11469,False,0,0,1.0
5299,False,0,0,1.0
26611,False,0,0,1.0
16770,False,0,0,1.0
6226,False,0,0,1.0
18665,False,0,0,1.0
50119,False,0,0,1.0
4486,False,0,0,1.0
10276,False,0,0,1.0
18786,False,0,0,1.0
27079,False,0,0,1.0
287,False,0,0,1.0
16693,False,0,0,1.0
18612,False,0,0,1.0
31017,False,0,0,1.0
6251,False,0,0,1.0
4565,False,0,0,1.0
50014,False,0,0,1.0
27103,False,0,0,1.0
50180,False,0,0,1.0
27097,False,0,0,1.0
10298,False,0,0,1.0
27174,False,0,0,1.0
25640,False,0,0,1.0
17068,False,0,0,1.0
26682,False,0,0,0.0
26761,False,0,0,1.0
11519,False,0,0,1.0
17165,False,0,0,1.0
7433,False,0,0,1.0
15651,False,0,0,1.0
30675,False,0,0,0.0
5293,False,0,0,1.0
34447,False,0,0,1.0
34430,False,0,0,1.0
30796,False,0,0,1.0
19007,False,0,0,1.0
30602,False,0,0,0.0
15626,False,0,0,1.0
17112,False,0,0,1.0
4935,False,0,0,1.0
18618,False,0,0,1.0
27190,False,0,0,0.0
50113,False,0,0,1.0
25730,False,0,0,1.0
4942,False,0,0,1.0
27004,False,0,0,1.0
18715,False,0,0,1.0
10292,False,0,0,1.0
6356,False,0,0,1.0
16600,False,0,0,1.0
18681,False,0,0,1.0
16794,False,0,0,1.0
27109,False,0,0,1.0
16677,False,0,0,1.0
6321,False,0,0,1.0
17996,False,0,0,1.0
30348,False,0,0,1.0
11129,False,0,0,1.0
19960,False,0,0,1.0
7179,False,0,0,1.0
11053,False,0,0,1.0
7003,False,0,0,1.0
15261,False,0,0,1.0
17555,False,0,0,1.0
30245,False,0,0,1.0
34194,False,0,0,1.0
5740,False,0,0,1.0
7074,False,0,0,1.0
34000,False,0,0,1.0
17978,False,0,0,1.0
11024,False,0,0,1.0
18228,False,0,0,1.0
27819,False,0,0,1.0
50554,False,0,0,1.0
50523,False,0,0,1.0
6788,False,0,0,1.0
4128,False,0,0,1.0
25294,False,0,0,1.0
50997,False,0,0,1.0
50459,False,0,0,1.0
12002,False,0,0,1.0
27880,False,0,0,1.0
50803,False,0,0,1.0
18325,False,0,0,1.0
4052,False,0,0,1.0
27914,False,0,0,1.0
16230,False,0,0,1.0
6766,False,0,0,1.0
6711,False,0,0,1.0
16247,False,0,0,1.0
18352,False,0,0,1.0
25399,False,0,0,1.0
6685,False,0,0,1.0
27539,False,0,0,1.0
11298,False,0,0,1.0
5468,False,0,0,1.0
28061,False,0,0,1.0
51063,False,0,0,1.0
5845,False,0,0,1.0
28016,False,0,0,1.0
19768,False,0,0,1.0
15149,False,0,0,1.0
17693,False,0,0,1.0
11201,False,0,0,1.0
34225,False,0,0,1.0
17707,False,0,0,1.0
5565,False,0,0,1.0
30017,False,0,0,1.0
7226,False,0,0,1.0
17770,False,0,0,1.0
5948,False,0,0,1.0
11276,False,0,0,1.0
27785,False,0,0,1.0
6439,False,0,0,1.0
25125,False,0,0,1.0
6863,False,0,0,1.0
4299,False,0,0,1.0
50771,False,0,0,1.0
27666,False,0,0,1.0
16118,False,0,0,1.0
25028,False,0,0,1.0
4394,False,0,0,1.0
18177,False,0,0,1.0
27688,False,0,0,1.0
16015,False,0,0,1.0
16181,False,0,0,1.0
18094,False,0,0,1.0
6919,False,0,0,1.0
30970,False,0,0,1.0
26544,False,0,0,1.0
15954,False,0,0,1.0
5058,False,0,0,1.0
19358,False,0,0,1.0
26969,False,0,0,1.0
51424,False,0,0,1.0
15403,False,0,0,1.0
5155,False,0,0,1.0
30427,False,0,0,1.0
34781,False,0,0,1.0
15597,False,0,0,1.0
26987,False,0,0,1.0
34662,False,0,0,1.0
30450,False,0,0,1.0
19255,False,0,0,1.0
26864,False,0,0,1.0
5122,False,0,0,1.0
15474,False,0,0,1.0
25515,False,0,0,1.0
16905,False,0,0,1.0
27221,False,0,0,1.0
10059,False,0,0,1.0
50336,False,0,0,1.0
25481,False,0,0,1.0
16891,False,0,0,1.0
16528,False,0,0,1.0
18867,False,0,0,1.0
25562,False,0,0,1.0
18547,False,0,0,1.0
18889,False,0,0,1.0
16808,False,0,0,1.0
25418,False,0,0,1.0
6090,False,0,0,1.0
10123,False,0,0,1.0
6173,False,0,0,1.0
16425,False,0,0,1.0
18530,False,0,0,1.0
30899,False,0,0,1.0
17247,False,0,0,1.0
26963,False,0,0,1.0
15573,False,0,0,1.0
36051,False,0,0,1.0
15490,False,0,0,1.0
26880,False,0,0,1.0
36026,False,0,0,1.0
34712,False,0,0,1.0
15504,False,0,0,1.0
19325,False,0,0,1.0
30520,False,0,0,1.0
34668,False,0,0,1.0
30800,False,0,0,1.0
51523,False,0,0,1.0
30994,False,0,0,1.0
5128,False,0,0,1.0
26819,False,0,0,1.0
15409,False,0,0,1.0
19228,False,0,0,1.0
15853,False,0,0,1.0
25932,False,0,0,1.0
6074,False,0,0,1.0
4740,False,0,0,1.0
18437,False,0,0,1.0
10024,False,0,0,1.0
25568,False,0,0,1.0
16978,False,0,0,1.0
10053,False,0,0,1.0
6197,False,0,0,1.0
16555,False,0,0,1.0
4737,False,0,0,1.0
25945,False,0,0,1.0
6003,False,0,0,1.0
10129,False,0,0,1.0
27351,False,0,0,1.0
25465,False,0,0,1.0
6179,False,0,0,1.0
25586,False,0,0,1.0
16996,False,0,0,1.0
25848,False,0,0,1.0
18883,False,0,0,1.0
16802,False,0,0,1.0
27326,False,0,0,1.0
18917,False,0,0,1.0
50231,False,0,0,1.0
34355,False,0,0,1.0
11371,False,0,0,1.0
7321,False,0,0,1.0
17600,False,0,0,1.0
5462,False,0,0,1.0
15134,False,0,0,1.0
11292,False,0,0,1.0
7356,False,0,0,1.0
19715,False,0,0,1.0
17794,False,0,0,1.0
51069,False,0,0,1.0
11306,False,0,0,1.0
30084,False,0,0,1.0
5838,False,0,0,1.0
19681,False,0,0,1.0
5518,False,0,0,1.0
51087,False,0,0,1.0
28085,False,0,0,1.0
26004,False,0,0,1.0
34258,False,0,0,1.0
5942,False,0,0,1.0
51113,False,0,0,1.0
28111,False,0,0,1.0
5935,False,0,0,1.0
15039,False,0,0,1.0
19618,False,0,0,1.0
25158,False,0,0,1.0
18193,False,0,0,1.0
4370,False,0,0,1.0
6444,False,0,0,1.0
18007,False,0,0,1.0
18070,False,0,0,1.0
16165,False,0,0,1.0
4307,False,0,0,0.0
50698,False,0,0,1.0
6869,False,0,0,1.0
4293,False,0,0,1.0
6549,False,0,0,1.0
50676,False,0,0,1.0
6913,False,0,0,1.0
27761,False,0,0,1.0
27716,False,0,0,1.0
25022,False,0,0,1.0
6964,False,0,0,1.0
27682,False,0,0,1.0
16068,False,0,0,1.0
50795,False,0,0,1.0
6300,False,0,0,1.0
4434,False,0,0,0.0
16656,False,0,0,1.0
27128,False,0,0,1.0
10327,False,0,0,1.0
4819,False,0,0,1.0
16621,False,0,0,1.0
6377,False,0,0,0.0
18734,False,0,0,1.0
4963,False,0,0,1.0
27025,False,0,0,1.0
25711,False,0,0,1.0
50132,False,0,0,1.0
6399,False,0,0,1.0
25685,False,0,0,1.0
338,False,0,0,1.0
4880,False,0,0,1.0
50145,False,0,0,1.0
25766,False,0,0,1.0
27052,False,0,0,1.0
5351,False,0,0,1.0
17133,False,0,0,1.0
15607,False,0,0,1.0
34585,False,0,0,1.0
30623,False,0,0,1.0
11435,False,0,0,1.0
15793,False,0,0,1.0
34466,False,0,0,1.0
11442,False,0,0,1.0
19051,False,0,0,1.0
30654,False,0,0,1.0
7412,False,0,0,1.0
15670,False,0,0,1.0
5326,False,0,0,1.0
17144,False,0,0,1.0
26740,False,0,0,1.0
34488,False,0,0,1.0
51620,False,0,0,1.0
27518,False,0,0,1.0
18373,False,0,0,1.0
16266,False,0,0,1.0
6730,False,0,0,1.0
6747,False,0,0,1.0
4073,False,0,0,1.0
16211,False,0,0,1.0
27935,False,0,0,1.0
50478,False,0,0,1.0
16385,False,0,0,1.0
18290,False,0,0,1.0
27581,False,0,0,1.0
4109,False,0,0,1.0
50496,False,0,0,1.0
27415,False,0,0,1.0
27462,False,0,0,1.0
25356,False,0,0,1.0
27838,False,0,0,1.0
17497,False,0,0,1.0
17959,False,0,0,1.0
11191,False,0,0,1.0
7055,False,0,0,1.0
15237,False,0,0,1.0
5761,False,0,0,1.0
17503,False,0,0,1.0
19416,False,0,0,1.0
30213,False,0,0,1.0
19461,False,0,0,1.0
51289,False,0,0,0.0
17574,False,0,0,1.0
7022,False,0,0,1.0
15240,False,0,0,1.0
5682,False,0,0,1.0
7158,False,0,0,1.0
11108,False,0,0,1.0
19941,False,0,0,1.0
51210,False,0,0,1.0
51384,False,0,0,1.0
17479,False,0,0,1.0
4079,False,0,0,1.0
50828,False,0,0,1.0
27565,False,0,0,1.0
25226,False,0,0,1.0
27512,False,0,0,0.0
50405,False,0,0,0.0
18379,False,0,0,1.0
50591,False,0,0,1.0
27948,False,0,0,1.0
6640,False,0,0,1.0
4174,False,0,0,0.0
16316,False,0,0,1.0
18203,False,0,0,1.0
16361,False,0,0,1.0
4097,False,0,0,1.0
51283,False,0,0,1.0
11078,False,0,0,1.0
51317,False,0,0,1.0
5688,False,0,0,1.0
51360,False,0,0,1.0
17953,False,0,0,1.0
17509,False,0,0,1.0
30219,False,0,0,1.0
34151,False,0,0,1.0
17829,False,0,0,1.0
5785,False,0,0,1.0
11175,False,0,0,1.0
30363,False,0,0,1.0
19566,False,0,0,1.0
17473,False,0,0,1.0
7125,False,0,0,1.0
15347,False,0,0,1.0
11096,False,0,0,1.0
15330,False,0,0,1.0
5666,False,0,0,1.0
17404,False,0,0,1.0
19511,False,0,0,1.0
30314,False,0,0,1.0
11102,False,0,0,1.0
17590,False,0,0,1.0
19485,False,0,0,1.0
34126,False,0,0,1.0
4813,False,0,0,1.0
4449,False,0,0,1.0
4987,False,0,0,1.0
18749,False,0,0,1.0
4864,False,0,0,1.0
27122,False,0,0,1.0
25616,False,0,0,1.0
50035,False,0,0,1.0
16726,False,0,0,1.0
27058,False,0,0,1.0
4969,False,0,0,1.0
6393,False,0,0,1.0
50138,False,0,0,1.0
6207,False,0,0,1.0
7418,False,0,0,0.0
17139,False,0,0,1.0
30629,False,0,0,1.0
26647,False,0,0,1.0
19156,False,0,0,1.0
30753,False,0,0,1.0
15777,False,0,0,1.0
5221,False,0,0,1.0
11545,False,0,0,1.0
11532,False,0,0,1.0
15694,False,0,0,1.0
15700,False,0,0,1.0
19121,False,0,0,1.0
27264,False,0,0,0.0
16940,False,0,0,1.0
18855,False,0,0,1.0
4778,False,0,0,1.0
27387,False,0,0,1.0
18478,False,0,0,1.0
50304,False,0,0,1.0
18822,False,0,0,1.0
27213,False,0,0,1.0
16937,False,0,0,1.0
25527,False,0,0,1.0
4675,False,0,0,1.0
10085,False,0,0,1.0
6141,False,0,0,1.0
27369,False,0,0,0.0
18496,False,0,0,1.0
10111,False,0,0,1.0
18958,False,0,0,1.0
25993,False,0,0,1.0
4796,False,0,0,1.0
6136,False,0,0,1.0
4602,False,0,0,1.0
18575,False,0,0,1.0
5189,False,0,0,1.0
51416,False,0,0,1.0
30935,False,0,0,1.0
15911,False,0,0,1.0
51582,False,0,0,1.0
15885,False,0,0,1.0
30518,False,0,0,1.0
17208,False,0,0,1.0
15966,False,0,0,1.0
26576,False,0,0,1.0
15446,False,0,0,1.0
19267,False,0,0,1.0
15988,False,0,0,1.0
26598,False,0,0,1.0
5084,False,0,0,1.0
34627,False,0,0,1.0
19210,False,0,0,1.0
26821,False,0,0,1.0
17305,False,0,0,1.0
15431,False,0,0,1.0
4348,False,0,0,1.0
27654,False,0,0,1.0
6826,False,0,0,1.0
25160,False,0,0,1.0
50743,False,0,0,1.0
50734,False,0,0,1.0
6851,False,0,0,1.0
25117,False,0,0,1.0
27623,False,0,0,1.0
18048,False,0,0,1.0
25083,False,0,0,1.0
27759,False,0,0,1.0
18132,False,0,0,1.0
6571,False,0,0,1.0
433,False,0,0,1.0
16050,False,0,0,1.0
6506,False,0,0,1.0
18145,False,0,0,1.0
7319,False,0,0,1.0
51026,False,0,0,1.0
5800,False,0,0,1.0
51051,False,0,0,1.0
28053,False,0,0,1.0
15098,False,0,0,1.0
30128,False,0,0,1.0
17638,False,0,0,1.0
11244,False,0,0,1.0
34260,False,0,0,1.0
5520,False,0,0,1.0
17742,False,0,0,1.0
15076,False,0,0,1.0
19657,False,0,0,1.0
34383,False,0,0,1.0
5899,False,0,0,1.0
30025,False,0,0,1.0
15001,False,0,0,1.0
5557,False,0,0,1.0
17735,False,0,0,1.0
34217,False,0,0,1.0
11233,False,0,0,1.0
27629,False,0,0,1.0
4335,False,0,0,1.0
16157,False,0,0,1.0
6401,False,0,0,1.0
18042,False,0,0,1.0
6476,False,0,0,1.0
4342,False,0,0,1.0
16120,False,0,0,1.0
25184,False,0,0,1.0
6498,False,0,0,1.0
6956,False,0,0,1.0
25010,False,0,0,1.0
27724,False,0,0,1.0
27753,False,0,0,1.0
6921,False,0,0,1.0
25067,False,0,0,1.0
18138,False,0,0,1.0
11334,False,0,0,1.0
15092,False,0,0,1.0
19727,False,0,0,1.0
7364,False,0,0,1.0
15106,False,0,0,1.0
17632,False,0,0,1.0
17645,False,0,0,1.0
7313,False,0,0,1.0
30155,False,0,0,1.0
19750,False,0,0,1.0
7287,False,0,0,1.0
11343,False,0,0,1.0
5893,False,0,0,0.0
7269,False,0,0,1.0
5907,False,0,0,1.0
26041,False,0,0,1.0
51156,False,0,0,1.0
51121,False,0,0,2.0
5970,False,0,0,1.0
17748,False,0,0,1.0
6031,False,0,0,1.0
16567,False,0,0,1.0
18472,False,0,0,1.0
18828,False,0,0,1.0
10061,False,0,0,1.0
18591,False,0,0,1.0
50379,False,0,0,1.0
16484,False,0,0,1.0
10016,False,0,0,1.0
25894,False,0,0,1.0
4772,False,0,0,1.0
16510,False,0,0,1.0
